#	x_axis	y_axis
	 0	0.470686
	 1	0.264572
	 2	0.803292
	 3	0.160235
	 4	0.810802
	 5	0.702104
	 6	0.176756
	 7	-0.448273
	 8	0.683612
	 9	-0.143817
	 10	-1.0762
	 11	-0.898288
	 12	-1.03092
	 13	0.635861
	 14	-1.70398
	 15	-0.119849
	 16	-0.295348
	 17	-0.198457
	 18	0.297462
	 19	-4.37465
	 20	-0.424941
	 21	0.725436
	 22	0.407457
	 23	0.503866
	 24	-0.464673
	 25	-0.347587
	 26	-0.137704
	 27	0.842039
	 28	-1.16637
	 29	-0.459199
	 30	-0.133041
	 31	-0.943396
	 32	-0.955086
	 33	-0.300237
	 34	-1.17695
	 35	-0.0355467
	 36	1.85115
	 37	-0.517742
	 38	0.361685
	 39	0.809796
	 40	1.55314
	 41	0.903426
	 42	0.777261
	 43	-6.55463
	 44	-0.142854
	 45	0.314651
	 46	0.114524
	 47	-2.22382
	 48	-0.585236
	 49	-2.77045
	 50	-0.173656
	 51	-0.363249
	 52	-0.246214
	 53	-0.809706
	 54	-0.59952
	 55	1.90912
	 56	0.278857
	 57	0.341821
	 58	5.18339
	 59	0.0344261
	 60	-1.82303
	 61	-0.0549646
	 62	0.963069
	 63	0.51031
	 64	1.591
	 65	0.0977617
	 66	-0.488486
	 67	-0.80846
	 68	-0.42911
	 69	-0.82596
	 70	-0.423032
	 71	-0.950768
	 72	-0.995491
	 73	0.687379
	 74	0.789666
	 75	0.512827
	 76	-0.322939
	 77	-0.163458
	 78	0.191197
	 79	-1.86331
	 80	0.124733
	 81	0.628848
	 82	0.33402
	 83	0.908034
	 84	-0.0715501
	 85	1.10635
	 86	1.18306
	 87	0.839044
	 88	0.232259
	 89	-0.580587
	 90	-0.701196
	 91	-0.300479
	 92	-0.941542
	 93	-1.04484
	 94	-0.806945
	 95	0.767717
	 96	0.0488715
	 97	-0.069634
	 98	1.09751
	 99	0.829394
	 100	0.325601
	 101	0.213011
	 102	3.00465
	 103	0.239204
	 104	-0.233505
	 105	-0.739799
	 106	1.6796
	 107	-0.52821
	 108	-0.0750675
	 109	-0.0934987
	 110	-1.35466
	 111	-0.79796
	 112	-0.675425
	 113	-2.47368
	 114	-0.256541
	 115	-0.0262848
	 116	0.478184
	 117	-0.282527
	 118	-0.434682
	 119	1.88754
	 120	0.510678
	 121	0.6136
	 122	0.811167
	 123	1.38996
	 124	1.10587
	 125	0.17568
	 126	0.112938
	 127	0.916732
	 128	-0.127641
	 129	-1.24356
	 130	-2.4407
	 131	-0.221275
	 132	-0.390294
	 133	-0.985392
	 134	-1.91463
	 135	-0.351499
	 136	0.0104137
	 137	-0.392554
	 138	0.273058
	 139	1.20253
	 140	0.730933
	 141	1.40428
	 142	0.242559
	 143	0.625224
	 144	2.33546
	 145	1.60236
	 146	-0.415383
	 147	-0.75144
	 148	-0.575245
	 149	-1.12688
	 150	-0.171281
	 151	-0.698332
	 152	-0.212132
	 153	-0.629562
	 154	-1.40837
	 155	-0.288009
	 156	0.205483
	 157	-0.00984065
	 158	0.352102
	 159	0.515497
	 160	0.732405
	 161	1.34693
	 162	0.753964
	 163	0.398865
	 164	0.954887
	 165	0.798598
	 166	-0.33865
	 167	-0.855128
	 168	-0.843865
	 169	0.670612
	 170	-0.620908
	 171	-0.683477
	 172	-5.34239
	 173	-0.2795
	 174	0.826502
	 175	-0.460718
	 176	0.245704
	 177	1.09564
	 178	0.841466
	 179	0.618663
	 180	0.101148
	 181	2.32506
	 182	0.316573
	 183	0.395727
